Logistic Regression,Decision Tree,Random Forest,Support Vector Machine,Gradient Boosting,K Nearest Neighbors
0.6271604415719617,0.5729801614022639,0.6213472853762505,0.6783152505063533,0.6544111377195342,0.6709636412325168
