Logistic Regression,Decision Tree,Random Forest,Support Vector Machine,Gradient Boosting,K Nearest Neighbors
0.8161111111111111,0.7839814814814814,0.8268518518518518,0.8303703703703703,0.8346296296296296,0.8180555555555555
